#[deg] [deg] [rad] [v]
-80.39708297186139	-80.39708297186139	-1.403193806858049	2
-54.28412558321124	-54.28412558321124	-0.9474367229931232	2.2
-28.14039010607897	-28.14039010607897	-0.4911424601467145	2.4
-2.242226556066118	-2.242226556066118	-0.03913423597900699	2.6
22.78593759532057	22.78593759532057	0.3976896341923032	2.8
47.87172047674757	47.87172047674757	0.8355191409136347	3
72.05469320306047	72.05469320306047	1.257591637907784	3.2
95.23351366886773	95.23351366886773	1.662138371764767	3.4
117.3820105922179	117.3820105922179	2.048702567445062	3.6
138.8949498936525	138.8949498936525	2.424174190036784	3.8
